ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
971,kue jongkong,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, sagu, santan, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
972,kue jongkong enak lembut,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
973,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, sagu, santan, saos, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
974,seruit khas lampung,"(bawang putih, beras, cabai merah, cabe rawit, daun kemangi, garam, gula, ikan, jahe, jeruk nipis, kecap, kemangi, kunci, kunyit, rampai, tahu, teh, tempe, terasi, timun, tomat)",sumatera
975,seruit khas lampung,"(cabai merah, cabe rawit, garam, gula, ikan, jahe, jeruk nipis, kunci, rampai, tahu, teh, tempe, terasi, timun, tomat)",sumatera
976,sambal seruit khas lampung,"(cabai merah, cabe rawit, garam, ikan, jeruk nipis, kunci, rampai, teh, terasi, tomat)",sumatera
977,geguduh pisang goreng khas lampung,"(air, garam, gula, gula merah, margarin, minyak, pisang, susu, telur, tepung terigu)",sumatera
978,seruit khas lampung,"(bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jengkol, jeruk nipis, kangkung, kunci, pete, rampai, saos, saos tiram, teh, tempe, tepung terigu, terasi, timun, tomat)",sumatera
979,gulai taboh ikan asap khas lampung,"(air, bawang putih, belimbing, cabai merah, daun kemangi, garam, ikan, jamur, kaldu jamur, kelapa, kemangi, kemiri, lengkuas, minyak, santan, serai, teh)",sumatera
980,lele goreng dengan sambal terasi khas lampung,"(bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jahe, penyedap rasa, pokcoy, rampai, teh, terasi, terong)",sumatera
981,sambal seruit rampai khas lampung,"(bawang putih, garam, gula, penyedap rasa, rampai, teh, terasi)",sumatera
982,pepes patin khas lampung,"(bawang putih, cabai merah, daun bawang, daun jeruk, daun kemangi, daun pisang, daun salam, garam, gula, ikan, jeruk nipis, kemangi, ketumbar, kunyit, lengkuas, pisang, serai, teh, tomat)",sumatera
983,seruit khas lampung,"(cabai merah, cabe rawit, garam, gula, ikan, jeruk nipis, kunci, rampai, tahu, teh, terasi, timun, tomat)",sumatera
984,seruit khas lampung,"(air, asam, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, jahe, jamur, jeruk nipis, kaldu jamur, kecap, kemiri, kunci, lengkuas, rampai, tahu, teh, terasi, timun, tomat)",sumatera
985,mujair bakar ft seruit lampung,"(beras, cabai merah, cabe rawit, daging ayam, garam, gula, ikan, jeruk nipis, kecap, kemangi, rampai, tahu, teh, tempe, terasi, timun, tomat)",sumatera
986,seruit khas lampung,"(cabai merah, ikan, jeruk nipis, kunci, labu, pete, pokcoy, rampai, terasi, timun, tomat)",sumatera
987,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
988,sambal seruit,"(cabai merah, cabe rawit, garam, ikan, jeruk nipis, rampai, teh, terasi, tomat)",sumatera
989,sambal seruit terasi khas lampung,"(cabai merah, cabe rawit, garam, gula, jeruk nipis, minyak, terasi, tomat)",sumatera
990,kue jongkong,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, teh, tepung beras, tepung tapioka, tepung terigu)",sumatera
991,brengkes udang tempoyak,"(cabai merah, gula, kunyit, serai, tempoyak, udang)",sumatera
992,kue jongkong bubur sumsum ala bangka,"(air, beras, daun pandan, garam, gula, gula aren, gula jawa, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu, ubi)",sumatera
993,sambal petai ikan asin lampung,"(bawang putih, cabai merah, garam, ikan, minyak, penyedap rasa, pete, teh, tomat)",sumatera
994,seruit ikan lampung,"(asam, bawang putih, cabai merah, garam, gula, ikan, jamur, kaldu jamur, kemangi, kencur, terasi, tomat)",sumatera
995,jongkong pisang,"(daun pisang, garam, gula, kelapa, pisang, santan, teh, tepung terigu, vanilla)",sumatera
996,ayam goreng sambal hijau khas lampung,"(air, air asam, bawang putih, cabai hijau, cabai merah, daging ayam, daun jeruk, daun kemangi, garam, gula, jahe, jeruk nipis, kemangi, kemiri, lengkuas, minyak, penyedap rasa, tomat)",sumatera
997,jongkong pandan kelapa muda,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, sirup, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
998,sambal teri tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, minyak, serai, teh, tempoyak)",sumatera
999,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula aren, gula merah, kelapa, sagu, santan, sirih, teh, tepung beras, tepung terigu)",sumatera
1000,kue jongkong,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
1001,jongkong kue keranjang dodol cina,"(air, beras, daun pandan, daun pisang, garam, gula, kelapa, maizena, pisang, santan, tepung beras, tepung terigu)",sumatera
1002,masak tempoyak ikan baung,"(air, cabai merah, garam, gula, ikan, kunyit, serai, tempoyak)",sumatera
1003,kinoktempoyak ikan bila kuah,"(bawang putih, daun kemangi, daun salam, ikan, jeruk nipis, kemangi, kunci, kunyit, laos, serai, tempoyak)",sumatera
1004,sambal sarawa binjai khas hulu sungai tempoyak kemang,"(bawang putih, binjai, cabai hijau, cabai merah, garam, gula, gula merah, kelapa, santan)",sumatera
1005,pepes brengkes tempoyak ikan patin,"(bawang putih, cabai merah, garam, gula, ikan, jahe, kemiri, kunyit, lengkuas, penyedap rasa, serai, teh, tempoyak)",sumatera
1006,gulai kinok berengkes tempoyak kuah,"(bawang putih, cabai merah, daun salam, ikan, jeruk nipis, kemangi, kunci, kunyit, laos, serai, tempoyak)",sumatera
1007,sambal seruit khas lampung,"(cabai merah, cabe rawit, garam, gula, jeruk nipis, lemon, terasi)",sumatera
1008,kepala baung kuah tempoyak,"(air, bawang putih, cabai merah, cabe rawit, durian, garam, gula, ikan, jahe, kemangi, kunyit, lengkuas, penyedap rasa, tempoyak)",sumatera
1009,pepes patin tempoyak,"(cabai merah, cabe rawit, daun bawang, daun kemangi, daun pisang, daun salam, garam, gula, ikan, kemangi, kunyit, lengkuas, pisang, serai, teh)",sumatera
1010,pindang patin tempoyak,"(air, cabai merah, cabe rawit, garam, gula, ikan, jamur, kaldu jamur, kunyit, lemon, nanas, serai, teh, tempoyak)",sumatera
1011,kue jongkong,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
1012,sambal udang tempoyak,"(air, bawang putih, cabai merah, cabe rawit, durian, garam, gula, minyak, tempoyak, udang)",sumatera
1013,sambel tempoyak pete,"(air, cabai merah, cabe rawit, garam, gula, kunyit, penyedap rasa, pete, tempoyak)",sumatera
1014,jongkong kue keranjang,"(air, daun pandan, daun pisang, garam, kelapa, pisang, santan)",sumatera
1015,sambal seruit khas lampung ala rumah kami,"(cabai merah, durian, garam, ikan, jeruk nipis, kunci, oyong, pete, rampai, teh, tempoyak, terasi, terong, tomat)",sumatera
1016,jongkong khas bangka,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, tepung beras, tepung tapioka, tepung terigu)",sumatera
1017,sambal tempoyak ikan patin,"(bawang putih, cabai merah, daun kemangi, garam, gula, ikan, kemangi, kunyit, penyedap rasa, tempoyak)",sumatera
1018,ikan bulat masak tempoyak,"(air, cabai merah, cabe rawit, ikan, jeruk nipis, kunyit, serai, tempoyak)",sumatera
1019,sambel tempoyak udang,"(bawang putih, cabai merah, cabe rawit, durian, gula, jamur, kecap, kecap asin, penyedap rasa, teh, tomat, udang)",sumatera
1020,dendeng balado frozen food,"(bawang putih, cabai merah, cabe rawit, daging sapi, daun jeruk, jeruk nipis, merica)",sumatera
1021,ikan gurame masak gulai,"(air, asam, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, gula merah, ikan, jeruk nipis, kemiri, ketumbar, kunyit, merica, minyak, penyedap rasa, serai)",sumatera
1022,rendang ati ample resep rumahan,"(adas, air, bawang putih, bunga lawang, cabai hijau, cabai merah, cabe rawit, cengkeh, daging ayam, daun bawang, daun jeruk, daun salam, garam, jahe, jeruk nipis, kapulaga, kemiri, ketumbar, kunyit, lada, lengkuas, minyak, pala, penyedap rasa, santan, serai, susu, tomat)",sumatera
1023,sambal cabe ijo rumah makan padang,"(air, bawang putih, cabai hijau, cabai merah, cabe rawit, daun jeruk, garam, ikan, jamur, jeruk nipis, kaldu jamur, merica, minyak, tomat)",sumatera
1024,sambalado lado muda khas rumah makan padang,"(bawang putih, cabai hijau, cabai merah, cabe rawit, garam, gula, ikan, minyak)",sumatera
1025,gulai telur buncis masak simple,"(bawang putih, buncis, cabai merah, cabe rawit, garam, gula, kelapa, kunyit, lada, minyak, santan, telur, tomat)",sumatera
1026,gulai pakis udang masak lemak cili api pucuk paku udang,"(air, cabai merah, cabe rawit, daun pakis, garam, jamur, kaldu jamur, kelapa, kunyit, santan, udang)",sumatera
1027,telur sambel balado ala rumahan,"(bawang putih, cabai merah, cabe rawit, daun bawang, daun jeruk, daun salam, garam, jeruk nipis, laos, minyak, penyedap rasa, telur, tomat)",sumatera
1028,sambel terong balado,"(bawang putih, cabai merah, daun salam, garam, gula, penyedap rasa, serai, terong)",sumatera
1029,gulai kambing ramah maag dan gerd no santan tetep endul,"(air, bawang putih, bunga lawang, bunga pekak, cabai merah, cengkeh, daging kambing, daun jeruk, daun kari, daun salam, garam, jahe, jeruk nipis, kapulaga, kayu manis, kemiri, ketumbar, kunyit, lada, lengkuas, minyak, penyedap rasa, serai)",sumatera
1030,udang gulai kuning,"(bawang putih, daging ayam, garam, jahe, jeruk nipis, kelapa, ketumbar, kunyit, lengkuas, penyedap rasa, santan, udang)",sumatera
1031,patin asam padeh,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun kemangi, garam, gula, ikan, jahe, jeruk nipis, kapulaga, kemangi, kunyit, lengkuas, serai, tomat)",sumatera
1032,teh telur tapai khas padang,"(air, daging bebek, gula, susu, teh, telur, telur bebek, ubi)",sumatera
1033,balado kentang teri,"(bawang putih, cabai merah, daun jeruk, daun salam, garam, gula, gula jawa, ikan, jeruk nipis, kentang, minyak)",sumatera
1034,abon rendang ayam,(daging ayam),sumatera
1035,balado cumi asin,"(air, bawang putih, cabai merah, cabe rawit, cumi-cumi, garam, gula, jeruk nipis, minyak, penyedap rasa, tomat)",sumatera
1036,mie bumbu gule,"(bawang putih, cabai merah, cabe rawit, daging sapi, garam, gula, mie, penyedap rasa, telur)",sumatera
1037,gulai daun singkong rencah udang,"(bawang putih, cabai merah, cabe rawit, daun salam, daun singkong, garam, kemiri, kunyit, lengkuas, minyak, penyedap rasa, serai, ubi, udang)",sumatera
1038,asam padeh ikan tongkol,"(air, cabai merah, cabe rawit, daun salam, garam, gula, ikan, jahe, kunyit, lengkuas, penyedap rasa, serai)",sumatera
1039,gulai nangka muda kikil,"(air, bawang putih, cabai merah, cabe rawit, daging sapi, daun salam, garam, gula, jahe, kelapa, kemiri, ketumbar, kunyit, lada, lengkuas, nangka, penyedap rasa, santan, serai, tomat)",sumatera
1040,mie goreng abon rendang sapi,"(bawang putih, daging sapi, daun jeruk, jeruk nipis, lada, mie, minyak)",sumatera
1041,gulai korma daging dan rebung,"(asam, bawang putih, cabai hijau, cabai merah, daun serai, garam, jahe, kelapa, lada, lengkuas, merica, santan, serai, udang)",sumatera
1042,balado pindang,"(bawang putih, cabai merah, daun salam, garam, gula, ikan, kemiri, penyedap rasa, serai)",sumatera
1043,telur puyuh balado,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, jeruk nipis, minyak, penyedap rasa, telur, telur puyuh, tomat)",sumatera
1044,mie goreng minang,"(bawang putih, cabai merah, daging ayam, daging sapi, daun bawang, garam, kecap, kerupuk, lobak, mie, penyedap rasa, seledri, timun)",sumatera
1045,ayam kecap manis pedas khas padang,"(air, bawang bombay, bawang putih, cabai merah, cabe rawit, daging ayam, daun bawang, daun jeruk, daun salam, garam, gula, gula merah, jahe, jamur, jeruk nipis, kaldu jamur, kecap, kecap asin, kemiri, merica, saos, saos tiram, tomat)",sumatera
1046,balado tahu bandung,"(air, bawang bombay, bawang putih, cabai hijau, cabai merah, garam, gula, jamur, kaldu jamur, kencur, tahu, tomat)",sumatera
1047,gulai ikan hiu,"(bawang putih, belimbing, bunga lawang, cabai merah, cengkeh, daun jeruk, daun salam, garam, gula, gula jawa, ikan, jahe, jamur, jeruk nipis, kaldu jamur, kapulaga, kayu manis, kemangi, kemiri, ketumbar, kunyit, lada, lengkuas, serai, susu)",sumatera
1048,terong balado bumbu sambal,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, gula jawa, minyak, penyedap rasa, terasi, terong, tomat)",sumatera
1049,telur balado,"(air, bawang putih, cabai merah, daging ayam, gula, minyak, telur, tomat)",sumatera
1050,nasi goreng rendang,"(bawang putih, minyak, penyedap rasa)",sumatera
1051,cumi bumbu balado,"(air, cabai merah, cabe rawit, cumi-cumi, daun jeruk, garam, gula, jamur, jeruk nipis, kaldu jamur, minyak, serai, tomat)",sumatera
1052,balado telur,"(air, bawang putih, cabai merah, daun jeruk, garam, gula, gula merah, jeruk nipis, kemiri, lengkuas, penyedap rasa, telur, tomat)",sumatera
1053,nasi goreng rendang,"(beras, telur)",sumatera
1054,nasi goreng abon rendang sapi,"(beras, daging sapi, garam, jamur, kaldu jamur, telur)",sumatera
1055,sambal merah ayam pop,"(air, bawang putih, cabai merah, daging ayam, garam, minyak, penyedap rasa, tepung terigu, tomat)",sumatera
1056,sambalado ayam khas minang,"(bawang putih, cabai merah, daging ayam, daun jeruk, garam, jeruk nipis, kentang, minyak, penyedap rasa, pete)",sumatera
1057,gulai nangka dan kacang merah,"(bawang putih, cabai merah, cabe rawit, garam, kacang merah, kelapa, kunyit, lengkuas, minyak, nangka, penyedap rasa, santan, serai, telur)",sumatera
1058,lele balado kemangi,"(bawang putih, cabai merah, cabe rawit, daun kemangi, garam, gula, gula merah, ikan, kemangi, kemiri, penyedap rasa)",sumatera
1059,gulai babat sapi,"(air, bawang putih, cabai merah, cabe rawit, daging kambing, daging sapi, daun salam, garam, jahe, jamur, kaldu jamur, kelapa, kemiri, ketumbar, kunyit, lengkuas, santan, serai)",sumatera
1060,ikan kuah kuning khas papua,"(air, air asam, asam, bawang putih, cabai hijau, cabai merah, cabe rawit, daun jeruk, daun kemangi, daun salam, garam, gula, ikan, jahe, jeruk nipis, kemangi, kemiri, kunyit, lengkuas, merica, minyak, penyedap rasa, serai, tomat)",papua
1061,papeda sagu khas papua,"(air, bawang putih, garam, gula, penyedap rasa, sagu, tepung sagu, tepung terigu)",papua
1062,kue lontar lontar papua,"(air, garam, margarin, susu, teh, telur, tepung terigu, vanilla)",papua
1063,ikan kakap kuah kuning ala papua,"(air, bawang putih, daun jeruk, daun salam, garam, ikan, jahe, jeruk nipis, kemangi, kemiri, kunyit, penyedap rasa, serai, tomat)",papua
1064,kue lontar labu kuning khas papua gluten free,"(air, beras, coconut sugar, gula, mentega, susu, teh, telur, tepung beras, tepung mocaf, tepung terigu, vanili)",papua
1065,tumis sayur lilin,"(bawang putih, cabai merah, cabe rawit, garam, jamur, kaldu jamur, minyak, teh, telur)",papua
1066,kepiting rebus temi papua,"(garam, kepiting, saos)",papua
1067,ikan bakar manokwari,"(cabai merah, cabe rawit, garam, gula, ikan, jeruk nipis, penyedap rasa)",papua
1068,aunu senebre,"(garam, ikan, jamur, kaldu jamur, kentang, teh, telur, ubi)",papua
1069,roti abon,"(air, cabai merah, daging sapi, daun bawang, garam, gula, mentega, ragi, susu, telur, tepung terigu, wijen)",papua
1070,ikan tuna kuah kuning khas papua,"(air, bawang putih, cabai merah, cabe rawit, daun bawang, daun salam, garam, gula, ikan, jahe, jeruk nipis, kemangi, kemiri, kunyit, lengkuas, penyedap rasa, serai, tomat)",papua
1071,bawal kuah kuning,"(air, bawang putih, cabai merah, cabe rawit, daun bawang, daun salam, garam, gula, ikan, jahe, jeruk nipis, kemangi, kemiri, kunyit, lengkuas, penyedap rasa, seledri, serai, teh, tomat)",papua
1072,sambal colo colo papua,"(air, cabai merah, cabe rawit, garam, gula, jeruk nipis, kecap, kemangi, penyedap rasa, tomat)",papua
1073,kolak pisang kepok isi,"(air, daun pandan, daun serai, garam, gula, kayu manis, kelapa, pewarna makanan, pisang, santan, serai, teh)",papua
1074,kue susu khas papua,"(garam, gula, minyak, susu, tepung tapioka, tepung terigu, vanilla)",papua
1075,sayur tagas tagas,"(bawang putih, bunga pepaya, cabai merah, cabe rawit, daun jeruk, daun singkong, garam, gula, jeruk nipis, kangkung, penyedap rasa, pepaya, serai, terasi, ubi)",papua
1076,sop ikan papua,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun kemangi, garam, gula, ikan, jahe, jeruk nipis, kemangi, kunyit, merica, selada, serai, teh, tomat)",papua
1077,ikan tengiri kuah kuning khas papua,"(air, bawang putih, cabai merah, daun kemangi, garam, gula, ikan, jahe, jeruk nipis, kemangi, kunyit, lengkuas, merica, minyak, penyedap rasa, serai, tomat)",papua
1078,udang dan tahu kuah kuning,"(bawang putih, cabai merah, cabe rawit, daun kemangi, daun salam, garam, gula, jahe, kemangi, kemiri, kunyit, serai, tahu, teh, udang)",papua
1079,ayam baboto khas papua,"(bawang putih, daging ayam, kelapa, kemiri, margarin, minyak, santan, telur)",papua
1080,karakakepiting hitam papuakuah kuning,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, jeruk nipis, kelapa, kemiri, kepiting, kunyit, lengkuas, merica, minyak, penyedap rasa, santan, serai, teh, tomat)",papua
1081,sagu seb sagu bakar khas papua,"(air, daun pisang, pisang, sagu, tepung sagu, tepung terigu)",papua
1082,papeda khas papua,"(air, bawang putih, sagu, tepung sagu, tepung terigu)",papua
1083,sup kepiting papua,"(air, bawang putih, buncis, daun bawang, garam, gula, jahe, kepiting, merica, prei, seledri, teh, tomat, wortel)",papua
1084,telur krispi papua,"(air, beras, garam, minyak, penyedap rasa, saos, telur, tepung beras, tepung terigu)",papua
1085,tumis jantung pisang saus jamur,"(air, bawang bombay, bawang putih, garam, jamur, jantung pisang, minyak, penyedap rasa, pisang, saos, tomat)",papua
1086,perkedel sayur lilin,"(air, bawang putih, daging ayam, daun bawang, garam, merica, minyak, penyedap rasa, telur, tepung terigu)",papua
1087,rendang jengkol petai,"(air, bawang putih, daun jeruk, jahe, jengkol, jeruk nipis, kelapa, kemiri, ketumbar, kopi, kunyit, minyak, pete, santan, serai, teh)",papua
1088,perkedel dalwaho,"(bawang putih, cabai merah, garam, merica, telur, tepung terigu)",papua
1089,telur bacem hitam,"(bawang putih, cabai merah, garam, kecap, telur, tomat)",papua
1090,ceplok telur balado,"(air, bawang putih, daging ayam, daun jeruk, daun salam, garam, jamur, jeruk nipis, minyak, saos, serai, telur, tomat)",papua
1091,gulai ikan tuna asar mix sayur lilin,"(bawang putih, belimbing, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, ikan, jahe, jeruk nipis, jeruk purut, kelapa, kemiri, kunyit, lengkuas, santan, serai, teh)",papua
1092,ikan asap tuna,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, ikan, jeruk nipis, lengkuas, serai, tempe, tomat)",papua
1093,ayam rica rica papua,"(air, bawang bombay, bawang putih, cabai merah, cabe rawit, daging ayam, daun bawang, daun jeruk, daun salam, garam, jahe, jeruk nipis, kemiri, ketumbar, kunyit, lengkuas, merica, minyak, penyedap rasa, serai, teh, tomat)",papua
1094,bandeng kuah kuning,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, ikan, jahe, jeruk nipis, kemiri, kunyit, serai, tomat)",papua
1095,kepiting papua saos padang,"(air, bawang bombay, bawang putih, cabai merah, cabe rawit, daun bawang, garam, gula, jahe, kecap, kepiting, maizena, minyak, saos, saos tiram, teh, telur, tomat)",papua
1096,sambal dabudabu,"(air, cabai merah, daun kemangi, garam, gula, jeruk nipis, kemangi, lemon, minyak, teh, tomat)",papua
1097,papeda ikan kuah kuning,"(air, bawang putih, belimbing, daun jeruk, daun salam, garam, ikan, jahe, jeruk nipis, jeruk purut, kunyit, merica, minyak, sagu, serai, teh, tepung, tepung tapioka, tepung terigu)",papua
1098,lele asap masak santan,"(bawang bombay, bawang putih, cabai hijau, cabai merah, cabe rawit, daging ayam, daun salam, garam, gula, ikan, jahe, kunyit, tomat)",papua
1099,tumis bunga pepaya,"(air, bawang putih, bunga pepaya, cabai merah, daun jeruk, garam, gula, jeruk nipis, lada, pepaya, serai, teh)",papua
1100,bika ambon,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, ketan, kunyit, mentega, ragi, santan, serai, teh, telur, tepung ketan, tepung tapioka, tepung terigu)",papua
1101,pisang rampai,"(garam, gula, gula aren, pisang)",papua
1102,papeda,"(air, garam, jeruk nipis, lemon, sagu, teh, tepung sagu, tepung tapioka, tepung terigu)",papua
1103,bubur sagu ambon cetak kuah santan,"(air, daun pandan, garam, gula, gula jawa, kelapa, sagu, santan, teh, tepung terigu)",papua
1104,bika ambon mini pandan,"(air, daun pandan, daun suji, garam, gula, kelapa, margarin, ragi, santan, teh, telur, tepung tapioka, tepung terigu)",papua
1105,bika ambon no mixer no oven,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, pewarna makanan, ragi, santan, teh, telur, tepung, tepung tapioka, tepung terigu, vanili)",papua
1106,bika ambon bersarang,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, jeruk purut, kelapa, kunyit, ragi, santan, serai, susu, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1107,cocho bika ambon mini,"(air, coklat, daun jeruk, daun pandan, garam, gula, jeruk nipis, kayu manis, kelapa, margarin, ragi, santan, serai, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1108,ketan bubur sagu ambon kinca durian,"(air, beras, coconut sugar, daun pandan, durian, gula, kelapa, ketan, maizena, sagu, santan, teh, ubi)",papua
1109,kohukohu,"(air, bawang putih, cabai merah, garam, gula, ikan, jeruk nipis, kacang panjang, tauge, teh, terasi, timun)",papua
1110,bika ambon mini ekonomis takaran sendok,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, mentega, ragi, santan, serai, teh, telur, tepung, tepung tapioka, tepung terigu, vanili)",papua
1111,golden bika,"(daun jeruk, daun pandan, garam, jeruk nipis, kelapa, kunyit, santan, serai, teh)",papua
1112,koyabu singkong khas ambon kue yabu,"(air, daun pandan, garam, gula, gula merah, teh, ubi)",papua
1113,kue bagea,"(gula, mentega, minyak, sagu, soda kue, teh, telur, tepung, tepung sagu, tepung tapioka, tepung terigu, vanili)",papua
1114,bubur sagu rangi sagu ambon,"(air, daun pandan, garam, gula, gula aren, gula merah, kelapa, sagu, santan, teh, ubi)",papua
1115,kue bagea jahe bagiak,"(gula, jahe, mentega, minyak, soda kue, teh, telur, tepung terigu, vanili)",papua
1116,bika ambon fc,"(air, daun jeruk, fermipan, gula, jeruk nipis, jeruk purut, kelapa, kunyit, margarin, pewarna makanan, santan, serai, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1117,dadar lipat khas ambon,"(air, garam, gula, mentega, teh, telur, tepung terigu)",papua
1118,bika ambon gampit bertoping,"(air, coklat, daun jeruk, daun pandan, fermipan, garam, gula, jeruk nipis, keju, kelapa, kunyit, margarin, pewarna makanan, sagu, santan, serai, susu, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1119,kue cucur pisang ambon,"(air, beras, daun pandan, garam, gula, pisang, teh, tepung beras, tepung terigu, vanili)",papua
1120,asida kue khas ambon,"(air, gula, gula merah, kapulaga, kayu manis, mentega, teh, tepung terigu)",papua
1121,bubur ubi sagu ambon,"(air, belimbing, daun pandan, garam, gula, gula merah, kelapa, sagu, santan, teh, ubi)",papua
1122,carabikang mawar rasa bika ambon,"(beras, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, santan, serai, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",papua
1123,sanggara peppe sambal colo colo,"(bawang putih, cabai merah, cabe rawit, garam, jeruk nipis, kecap, pisang, teh, tomat)",papua
1124,bika ambon pandan oven gas,"(air, daun pandan, fermipan, garam, gula, kelapa, ragi, sagu, santan, serai, teh, telur, tepung, tepung sagu, tepung tapioka, tepung terigu, vanili)",papua
1125,bubur sagu ambon cetak kuah santan,"(air, daun pandan, garam, gula, gula jawa, kelapa, sagu, santan, teh, tepung terigu)",papua
1126,kue bageabagiak coklat kekinian,"(coklat, garam, gula, margarin, mentega, minyak, sagu, soda kue, susu, teh, telur, tepung, tepung sagu, tepung tapioka, tepung terigu, vanili)",papua
1127,pure pisang ambon lumut mpasi bulan,"(air, pisang)",papua
1128,bika ambon kenyal bersarang,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, kunyit, margarin, ragi, santan, serai, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1129,nagasari pisang ambon,"(beras, daun pandan, daun pisang, garam, gula, kelapa, pisang, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu, vanili)",papua
1130,bika ambon teflon,"(air, daun jeruk, daun pandan, garam, gula, jeruk nipis, kelapa, mentega, ragi, santan, serai, teh, telur, tepung tapioka, tepung terigu, vanili)",papua
1131,bika ambon mini durian,"(air, durian, fermipan, garam, gula, kelapa, maizena, mentega, santan, teh, telur, tepung, tepung tapioka, tepung terigu)",papua
1132,bika ambon medan harum lembut,"(air, daun jeruk, daun pandan, gula, jeruk nipis, ragi, serai, telur, tepung tapioka, tepung terigu)",papua
1133,kolo,"(bawang putih, cabai merah, daging sapi, daun kemangi, daun salam, garam, kacang panjang, kemangi, lengkuas, minyak, serai, tauge)",bali
1134,catemak jagung,"(air, daun jeruk, daun pandan, garam, gula, gula merah, jagung, jeruk nipis, kacang hijau, kelapa, santan, serai)",bali
1135,jagung bose,"(air, beras, garam, gula, jagung, kacang hijau, kacang tanah, kelapa, penyedap rasa, santan)",bali
1136,sei daging sapi,"(bawang bombay, bawang putih, cabai merah, cabe rawit, daging sapi, garam, merica, penyedap rasa, teh)",bali
1137,jawada,"(air, beras, garam, gula, maizena, teh, tepung beras, tepung terigu, vanili)",bali
1138,jagung titi,"(air, garam, jagung, kacang merah, teh)",bali
1139,rumpu rampe,"(bawang putih, bunga pepaya, cabai merah, daun singkong, garam, jantung pisang, merica, minyak, penyedap rasa, pepaya, pisang, teh, terasi, ubi)",bali
1140,pelepah manuk,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jeruk nipis, kelapa, kemiri, kunyit, minyak, santan, teh, terasi)",bali
1141,ubi nuobosi,"(air, bawang putih, garam, ketumbar, minyak, teh, ubi)",bali
1142,manggulu,"(daun pisang, garam, gula, kelapa, ketan, pisang, santan, teh, tepung ketan, tepung terigu)",bali
1143,ikan lawar sardin,"(daun bawang, garam, gula, ikan, jeruk nipis, kemangi, penyedap rasa)",bali
1144,kompiang,"(air, bawang bombay, bawang putih, daging ayam, garam, gula, kecap, kecap asin, minyak, penyedap rasa, ragi, rumput laut, saos, saos tiram, teh, telur, tepung terigu, wijen)",bali
1145,daging belacang,"(air, air asam, asam, bawang putih, cabai merah, cabe rawit, daging sapi, daun bawang, garam, gula, gula merah, kecap, minyak, penyedap rasa, teh, terasi)",bali
